time;condition;Wind in km/h;Humidity in %;Precipitation in mm;Visibility in km;UV index
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
2022-10-18 19:56:00;Rain Shower;18;80;1;6.44;0
